,Unnamed: 0,cdc_post_id,created_at,comment_id,lang,text,period
3967,3972,1.3436630977567416e+18,Tue Dec 29 21:58:40 +0000 2020,1.344040162628518e+18,qme,@CDCgov https://t.co/uQbIFg8UcG,period_1
1128,1128,1.569355240100569e+18,Mon Sep 12 22:38:07 +0000 2022,1.5694553413558026e+18,en,"@CDCgov Covid is no joke people.  Get more boosters or this could happen to you.  And, please wear masks everywhere you go! https://t.co/VwjhqNsFRf",period_3
229,229,1.5831573853795287e+18,Thu Oct 20 20:37:37 +0000 2022,1.583195758815105e+18,en,@CDCgov @CDCMMWR How many boosts do you supposed one should get on their lifetime? Efficacy wanes quite quickly.. every 3? Every 6? Is this rly the plan?,period_3
969,969,1.5339060751954248e+18,Tue Jun 07 04:49:41 +0000 2022,1.5340348403240387e+18,en,@CDCgov Why are you leaving out the adverse events....wonder why so many didn't return for full vaccination and over 50% never came back for a booster...,period_3
14,14,1.4821288702875443e+18,Sat Jan 15 07:12:09 +0000 2022,1.4822492299848008e+18,en,"@CDCgov What's this about comfort?  You barely improved the message.
Covid is airborne. Only N95s (or higher) provide the necessary protection, unless you are meeting someone briefly outdoors. https://t.co/G3Na2eYjJe",period_3
1204,1204,1.557099396654719e+18,Sat Aug 13 20:37:39 +0000 2022,1.5585533889960714e+18,en,@CDCgov @Mssarahmssarah So can masks. That’s part of disease prevention,period_3
2634,2637,1.4226250708376044e+18,Thu Aug 05 19:24:58 +0000 2021,1.4233644250005668e+18,en,@CDCgov Nope,period_2
150,150,1.4821288702875443e+18,Sat Jan 22 14:23:30 +0000 2022,1.4848944980312392e+18,zh,@CDCgov 很多人靠这个治疗好了新冠病毒。 https://t.co/EHvPhAJqau,period_3
2453,2455,1.4545378468454769e+18,Sat Oct 30 21:04:12 +0000 2021,1.4545547530697728e+18,en,@CDCgov Bull crap they don't do anything to prevent it the only thing they prevent is the spit flying 6 feet let's be honest!! Stop trying to control people the constitution doesn't end with covid,period_2
3605,3609,1.2530852851618038e+18,Sat Apr 25 14:11:45 +0000 2020,1.2540504702823465e+18,qme,@CDCgov @realDonaldTrump https://t.co/WjIV5a0VNJ,period_1
495,495,1.4983875360323994e+18,Sun Jun 11 13:27:54 +0000 2023,1.667886376832979e+18,en,"@CDCgov You should be embarrassed by your recommendations.
#TYRANT",period_3
3906,3911,1.2501281852298936e+18,Tue Apr 14 20:18:19 +0000 2020,1.2501564499902423e+18,qme,@CDCgov @FLOTUS https://t.co/yWBAXXJCn3,period_1
978,978,1.5339060751954248e+18,Sat Jun 11 02:30:24 +0000 2022,1.5354493377062994e+18,en,@CDCgov Fully vaccinated seem to catch Covid more than those who are not vaccinated. Just stay in your safe place while us normal folks live on. https://t.co/MbXFqgMHKX,period_3
1891,1893,1.491849512893268e+18,Fri Feb 11 05:41:50 +0000 2022,1.4920109725502095e+18,en,"@CDCgov That’s so werid due to the fact 2 of my FULLY vaccinated friends came to my job, I wear a mask the whole time, yet all 3 of us tested positive for covid that weekend.

mmmmmmm……k…..",period_3
2898,2901,1.2388410612770406e+18,Mon Mar 16 16:58:01 +0000 2020,1.2395967943775355e+18,en,"@CDCgov @SenRickScott @GovRonDeSantis @SenRubioPress @RepTedYoho @BernieSanders @realDonaldTrump 

Federal health officials recommend we acquire a several-week supply of prescription drugs we routinely take 4 chronic conditions. 
PLZ Lift restrictions on pain meds 4 CPPs.
#HighRiskCovid19 #CripTheVote",period_1
2787,2790,1.4146233452917146e+18,Tue Jul 13 10:54:49 +0000 2021,1.4149011196550595e+18,de,@CDCgov kinder am atmen hindern ist kriminell,period_2
1413,1413,1.5980487464110694e+18,Wed Nov 30 20:25:26 +0000 2022,1.59805059276066e+18,en,@CDCgov The vast majority of people get mild or no symptoms from covid19 and require no treatment at all.   So these still experimental vaccines are all risk 0 reward,period_3
1916,1918,1.4954771147993661e+18,Sun Feb 20 19:15:34 +0000 2022,1.4954772465633894e+18,qme,@CDCgov https://t.co/fxgIzxCOVK,period_3
1615,1616,1.505218795937448e+18,Sun Mar 20 17:10:04 +0000 2022,1.5055925203774423e+18,en,@CDCgov What’s wrong with therapeutics for people who choose to not take the jab and what about the people who already had the virus ! Stop pushing your mRNA on independent thinkers !!!!,period_3
2018,2020,1.4697115813532303e+18,Mon Dec 13 04:46:18 +0000 2021,1.470253723414786e+18,en,"@CDCgov Jeez, you people. Endlessly running around each other in a circle getting nowhere.  You all do know that engaging each other like this is a purely futile exercise?  Whatever it is you have decided to believe took you several months and will not change with some snarky tweet.",period_2
1149,1149,1.557099396654719e+18,Wed Aug 10 01:20:01 +0000 2022,1.5571749005860536e+18,en,"@CDCgov If vaccines only provide 15% protection against Long Covid, what’s your plan so  children aren’t left with long-term chronic conditions?",period_3
2487,2489,1.4545378468454769e+18,Sun Oct 31 14:18:15 +0000 2021,1.454814981808173e+18,en,"@CDCgov Indoor mask wearing should be left mandatory then. It's just a mask! Especially in the school setting.  Younger students see a child or teacher not wearing their mask and then it becomes a ""Why do I have to wear mine?"". It's safer to leave the indoor mask requirements in place.",period_2
4104,4109,1.3109909870581883e+18,Wed Sep 30 22:50:26 +0000 2020,1.3114382843426488e+18,en,@CDCgov @CDCMMWR I'm sick of the no nothing CDC,period_1
2283,2285,1.4233468327307387e+18,Mon Aug 09 10:10:59 +0000 2021,1.4246745614555013e+18,en,@CDCgov How do we become immune? By letting and assisting our bodies to fight off an issue. Kids of a certain age and under can't have it. The one's not vaccinated that get symptoms at least no. They quarantine. You vaccinated ones as CDC stated largest % not showing signs are carriers!,period_2
598,598,1.486021122089005e+18,Thu Feb 10 16:59:08 +0000 2022,1.491819030306431e+18,en,"@CDCgov Are over a million covid vax injuries in the USA and over 3 million covid vax injuries in Europe still in the ""safe"" level? Thats over 4 million people who would very much disagree with the CDC that the covid vaxs are safe!",period_3
1861,1863,1.491849512893268e+18,Fri Feb 11 22:07:32 +0000 2022,1.4922590299256422e+18,en,@CDCgov Placebo,period_3
3318,3321,1.2429150420493517e+18,Mon Mar 30 21:51:36 +0000 2020,1.2447441088889897e+18,en,"@CDCgov You should really help out endovo get their product approved to help with Respitory inflammation, it’ll save so many lives",period_1
1885,1887,1.491849512893268e+18,Thu Feb 10 22:17:57 +0000 2022,1.4918992642088305e+18,en,"@CDCgov Absolute bald faced lie! Covid vaccines provide little ""if any"" protection from infection, even Bourla of Pfizer said so about his vaccine which is why they are developing a new one for release in March. Data from UK,Scotland, NSW, Isreal shows more vaccine makes cases go up.",period_3
371,371,1.4983875360323994e+18,Tue Jun 13 15:38:53 +0000 2023,1.6686441149955154e+18,en,"@CDCgov Ask the CDC about Maddie De Garay. 

https://t.co/CuahymxyGN",period_3
2091,2093,1.475587321277956e+18,Tue Dec 28 18:52:26 +0000 2021,1.4759024806259835e+18,qme,@CDCgov https://t.co/FA6GuKSPI0,period_2
238,238,1.5831573853795287e+18,Fri Oct 21 04:26:16 +0000 2022,1.5833136950980813e+18,qme,@CDCgov @CDCMMWR https://t.co/2s0i0qB9v8,period_3
511,511,1.4983875360323994e+18,Wed Jun 14 10:37:46 +0000 2023,1.6689307247564227e+18,en,"@CDCgov They know they are lying. The healthy clinical trial participants were unblinded and injected only months into the covid trial. I wonder why they destroyed the evidence that would show their products were safe and effective? 
https://t.co/5M2eGLaCtj",period_3
915,915,1.5339060751954248e+18,Mon Jun 06 21:00:09 +0000 2022,1.5339166799437332e+18,en,@CDCgov Maybe it’s time to scrap testing from international flights,period_3
1044,1044,1.569355240100569e+18,Mon Sep 12 18:37:29 +0000 2022,1.5693947869934223e+18,en,"@CDCgov Yeah, like I believe that!",period_3
3989,3994,1.3436630977567416e+18,Thu Dec 31 00:57:09 +0000 2020,1.3444474662010798e+18,en,"@CDCgov @TexasDSHS I just called Kroger store In Arlington TX

They have 200 doses of the LIFE SAVING Covid19 vaccine

They can't give them out because they say Kroger Corporate and Kroger Health says check back in 2 weeks

UNACCEPTABLE    

remove Kroger from vaccine program",period_1
2009,2011,1.4697115813532303e+18,Sat Dec 11 19:41:32 +0000 2021,1.4697542431752356e+18,en,@CDCgov My eyes just rolled out of my head,period_2
1675,1676,1.5821066969266668e+18,Tue Oct 18 19:07:07 +0000 2022,1.5824482055012024e+18,en,"@CDCgov A once respected department committing suicide like this is a sad (but also necessary, so thank you) thing to witness.",period_3
2852,2855,1.4146233452917146e+18,Tue Jul 13 12:58:49 +0000 2021,1.4149323270005965e+18,en,@CDCgov How do you sleep at night?,period_2
132,132,1.4821288702875443e+18,Sat Jan 15 12:50:48 +0000 2022,1.4823344527182234e+18,en,@CDCgov Do you know what is called PM2.5 toxins read and guess the future of using mask for a long time ?Doctors are sleeping and the politicians have got the world ; the lungs are in dangerous life with PM2.5 toxins find in masks.,period_3
4007,4012,1.3414647835944018e+18,Wed Dec 23 07:33:54 +0000 2020,1.3416482108221276e+18,en,"@CDCgov Fuck you.
Get bent.",period_1
1189,1189,1.557099396654719e+18,Thu Aug 11 03:02:12 +0000 2022,1.557563001057583e+18,en,@CDCgov Citation needed,period_3
888,888,1.6063673107924992e+18,Sat Dec 24 00:17:29 +0000 2022,1.6064439097054085e+18,qme,@CDCgov https://t.co/Xz77R18632,period_3
2666,2669,1.4226250708376044e+18,Tue Aug 10 20:28:40 +0000 2021,1.4251923941364613e+18,en,"@CDCgov Maybe you guys should talk to this doctor. He seems to know more than you....

https://t.co/aCEBVaw3SO",period_2
2980,2983,1.2454639607128105e+18,Thu Apr 02 23:12:33 +0000 2020,1.245851646489514e+18,en,@CDCgov to work to make money for the family in a densely area like New York City.,period_1
1047,1047,1.569355240100569e+18,Mon Sep 12 17:33:49 +0000 2022,1.5693787643578696e+18,en,@CDCgov Tell that to my friends child who's heart is now permanently fucked up from your vaccine/booster.  Stop it!!!!!!!!!!!!!!!!!,period_3
2236,2238,1.4233468327307387e+18,Thu Aug 05 23:47:16 +0000 2021,1.4234304355399885e+18,en,@CDCgov To bad you reccomend immunized persons didn't need masks indoors anymore. Now some people don't want to go back to wearing them.,period_2
1514,1514,1.4951159838659748e+18,Sun Feb 20 00:17:33 +0000 2022,1.495190852800594e+18,en,@CDCgov You can shove that jab up your tail end,period_3
3235,3238,1.336785273548632e+18,Wed Dec 09 23:17:27 +0000 2020,1.3368122308604764e+18,qme,@CDCgov 😂🤣😂🤣😂🤣😂🤣😂,period_1
3604,3608,1.2530852851618038e+18,Sat Apr 25 13:43:21 +0000 2020,1.2540433204830044e+18,qme,@CDCgov @realDonaldTrump https://t.co/O84mRLGWiD,period_1
314,314,1.5831573853795287e+18,Thu Oct 20 20:24:22 +0000 2022,1.5831924217933414e+18,en,@CDCgov @CDCMMWR CDC is NAZI,period_3
1270,1270,1.49366141927492e+18,Tue Feb 15 22:11:23 +0000 2022,1.493709552801534e+18,en,@CDCgov @CDCMMWR This is embarrassing,period_3
3952,3957,1.3436630977567416e+18,Mon Dec 28 21:58:04 +0000 2020,1.3436776241581875e+18,en,@CDCgov None of which is working but sure let's keep doing it.....,period_1
812,812,1.6063673107924992e+18,Sat Dec 24 00:49:37 +0000 2022,1.606452000413012e+18,en,"@CDCgov Listening to your recommendations can cause 
""severe illness"". If you want to stay healthy, do not follow any of the CDC recommendations!",period_3
2025,2027,1.4697115813532303e+18,Sat Dec 11 17:12:15 +0000 2021,1.4697166736284508e+18,en,@CDCgov Move on already.  Cdc putting fear into public and they have zero clue what varriants are where. https://t.co/U2ls1d1nxx,period_2
3912,3917,1.2501281852298936e+18,Tue Apr 21 02:51:26 +0000 2020,1.2524297106146427e+18,en,@CDCgov @FLOTUS A clothe face mask is not Medical Grade. STOP KILLING PEOPLE WITH YOUR NONSENSE.,period_1
2297,2299,1.4233468327307387e+18,Fri Aug 06 18:35:15 +0000 2021,1.4237143010182595e+18,en,@CDCgov How do they know any of this if there isn’t even a test for the Delta variant? How would anyone know if they had it???,period_2
1499,1499,1.4951159838659748e+18,Tue Feb 22 14:10:05 +0000 2022,1.4961251448210227e+18,en,@CDCgov Have you recommended that Biden close the border yet???,period_3
3344,3347,1.2429150420493517e+18,Sat Mar 28 02:21:35 +0000 2020,1.2437248883319112e+18,en,@CDCgov I think this Coronavirus situation could be handled more effectively and I have great ideas to contribute. I really believe my education in public health would ameliorate the situation. So if you’re hiring.....,period_1
3046,3049,1.2454639607128105e+18,Fri Apr 03 16:25:25 +0000 2020,1.2461115746973123e+18,en,"@CDCgov Causing agents of infectious diseases like COVID-19, most probably bat meat should be banned in at least regional level like China, it would be better if banned at world level, cause already reported SARS disease from bat.",period_1
810,810,1.6063673107924992e+18,Sat Dec 24 15:06:04 +0000 2022,1.6066675320389714e+18,en,"@CDCgov Nope, never again. You are not trustworthy any more.",period_3
655,655,1.5212330979073966e+18,Mon May 09 04:29:41 +0000 2022,1.5235205584863437e+18,en,@CDCgov Glad there is still a hundred million or so of us… https://t.co/Hvinl4gu0V,period_3
2213,2215,1.3599815523614966e+18,Fri Feb 12 04:07:22 +0000 2021,1.3600780158168965e+18,en,@CDCgov @PalmdaleCity What happened to wearing goggles 🥽?,period_2
3688,3692,1.2530852851618038e+18,Sat Apr 25 17:22:48 +0000 2020,1.2540985466153533e+18,en,@CDCgov @realDonaldTrump Crossing borders is a dirty job!,period_1
1831,1832,1.492528962932781e+18,Sat Feb 12 17:51:36 +0000 2022,1.4925570105874227e+18,en,"@CDCgov Did you know #COVAXIN has proven to be more than 90% effective against omicron? Also, the data is available for everyone to see for themselves. Unlike other vaccines… #Covaxin4Kids #IchooseCOVAXIN #OCGN",period_3
1073,1073,1.569355240100569e+18,Tue Sep 13 14:38:53 +0000 2022,1.5696971277894656e+18,en,@CDCgov Stop the agenda..leave our kids alone...this charade is done,period_3
596,596,1.486021122089005e+18,Tue Jan 25 17:13:27 +0000 2022,1.4860244309291213e+18,qme,@CDCgov https://t.co/jnMR0ClJWL,period_3
1487,1487,1.4951159838659748e+18,Sat Feb 19 20:13:51 +0000 2022,1.4951295240859648e+18,en,@CDCgov Why doesn’t the @CDCgov change the definition of FULLY VACCINATED to having 3 shots?,period_3
3795,3800,1.257340333031121e+18,Tue May 05 14:33:16 +0000 2020,1.257679761683501e+18,en,"@CDCgov @FLOTUS .

                         Trump's Coronavirus ""hoax"" lies 

                         sped the death toll past 70,000

                          and led to 35 Million Lost Jobs

. https://t.co/jLmY4wdTlZ",period_1
2212,2214,1.3599815523614966e+18,Thu Feb 11 22:06:38 +0000 2021,1.3599872336301507e+18,qme,@CDCgov @fema https://t.co/ySIksVR3Ly,period_2
1770,1771,1.5821066969266668e+18,Tue Oct 18 12:16:48 +0000 2022,1.582344945859371e+18,en,@CDCgov Like hell we will 🖕🏼🖕🏼🖕🏼,period_3
32,32,1.4821288702875443e+18,Sat Jan 15 15:03:05 +0000 2022,1.4823677407406203e+18,en,"@CDCgov How does it make sense to ONLY be relying on vaccines, which take at least 4 wks, and boosters, which only happen 6 months after the initial 4 wks, when the pandemic is raging NOW? When people are getting sick and dying and going broke NOW? Fucking do something!!!",period_3
1173,1173,1.557099396654719e+18,Thu Aug 11 12:11:47 +0000 2022,1.5577013073427866e+18,en,@CDCgov Ya right. Pls. Give up,period_3
2586,2589,1.4226250708376044e+18,Wed Aug 04 10:29:05 +0000 2021,1.4228671775946588e+18,en,"@CDCgov Please help! ALL nursing home staff should be required to get vaccinated. The elderly, our most vulnerable family members are dying because a worker gets to decide they don't want the vaccine. The isolation is horrible.
They should go work elsewhere!",period_2
2567,2570,1.4226250708376044e+18,Wed Aug 04 15:36:56 +0000 2021,1.4229446520770191e+18,en,"@CDCgov Enough with these masks,
It seems like the gov t wants us to wear them  forever now! Ppl are still getting covid masks or no masks.",period_2
3252,3255,1.336785273548632e+18,Wed Dec 09 23:42:49 +0000 2020,1.3368186145911112e+18,en,"@CDCgov This graphic needs to be updated. Not clear what you are trying to communicate. If I have to study the graphic for a minute, and it still does not make sense, then there is an issue.",period_1
1621,1622,1.5821066969266668e+18,Tue Oct 18 03:12:28 +0000 2022,1.5822079587963617e+18,en,"@CDCgov There’s literally no evidence to support this claim.  You might as well state that these new booster provide the power of flight, since you’re just making stuff up…",period_3
2330,2332,1.4233468327307387e+18,Tue Aug 10 13:37:34 +0000 2021,1.425088937635242e+18,en,@CDCgov When viruses mutate they’re more contagious but less lethal. Stop the panic porn.,period_2
2603,2606,1.4226250708376044e+18,Wed Aug 04 12:13:01 +0000 2021,1.4228933355601551e+18,en,"@CDCgov Mask up, everyone.
Simple and easy to understand.",period_2
1483,1483,1.4951159838659748e+18,Sun Feb 20 11:36:57 +0000 2022,1.4953618312501084e+18,en,@CDCgov Do your employees follow what you preach? Or are they excluded for some odd reason?,period_3
3693,3697,1.2530852851618038e+18,Sat Apr 25 14:30:17 +0000 2020,1.2540551346378301e+18,en,"@CDCgov @realDonaldTrump If i have a whole cake and it has eight slices, which are 4 different kinds and I only take two slices to judge the entire cake, and those two are carrot, but the rest of the cake is chocolate, vanilla and strawberry, but I say based on these two slices, the whole cake is carrot",period_1
1947,1949,1.453738335617405e+18,Mon Nov 01 21:51:08 +0000 2021,1.4552913436184658e+18,en,"@CDCgov Another piece of inconsistent,  pro-pharma messaging by the @CDCgov .  By the time you get through who qualifies, its pretty much anyone.  ""These work, but take a booster.   Not everyone, but you can if you want to.""  What a joke.  How many of you are connected to pharma?",period_2
3292,3295,1.2429150420493517e+18,Sun Mar 29 12:23:33 +0000 2020,1.2442387651132006e+18,en,"@CDCgov Your #PinnedTweet is a little #OLD #WTF Pinned Tweet
CDC
@CDCgov
·
Mar 25
As of March 25, 41 US states and 1 US territory report some community spread of #coronavirus (COVID-19). Of those, thirteen states report #COVID19 cases are “widespread.” See",period_1
1978,1980,1.453738335617405e+18,Tue Nov 02 00:59:59 +0000 2021,1.4553388678847037e+18,en,"@CDCgov Thank you CDC for finally showing to the world how unsafe, inefficient and ineffective are the VACClNES!

For those STUPlD enough to crave for it, the will DlE soon of it.

But for the rest of the world, everybody finally understand it's POlSON!

Thank you!",period_2
1533,1533,1.4951159838659748e+18,Sun Feb 20 21:32:18 +0000 2022,1.495511655425454e+18,en,@CDCgov I wouldn't dream of taking this cytotoxic treatment for a virus that causes no more than flu-like symptoms for 99% of us.  Get lost.,period_3
964,964,1.5339060751954248e+18,Tue Jun 07 12:14:48 +0000 2022,1.5341468573618217e+18,en,@CDCgov Its NOT a Vaccine is EAU big difference. It was never tested oh yes it was on the people but NEVER TESTED in a Lab.,period_3
1651,1652,1.5821066969266668e+18,Tue Oct 18 07:20:21 +0000 2022,1.58227034222746e+18,en,"@CDCgov 😤😤😤😤😤
5 years old??? 🤬 https://t.co/SXJQ1DCpWH",period_3
3703,3707,1.3411372210684682e+18,Tue Dec 22 01:10:25 +0000 2020,1.34118931460087e+18,en,"@CDCgov ⚠️Warning ⚠️ the above account is trying to spread an anxiety-inducing meme.  

Countermeasures you can employ:
1) Follow these accounts:  @covid_clarity @MarkChangizi @ianmSC or @InProportion2 
2) Unfollow the fear memers.
3) Take a walk &amp; relax",period_1
3438,3441,1.3425325841238835e+18,Mon Dec 28 16:20:58 +0000 2020,1.3435927897418547e+18,qme,@CDCgov https://t.co/QG3B8ubu4q,period_1
366,366,1.4983875360323994e+18,Tue Jun 13 04:01:21 +0000 2023,1.6684685767206584e+18,en,@CDCgov Liars,period_3
2905,2908,1.2388410612770406e+18,Sat Mar 14 14:55:22 +0000 2020,1.238841152683389e+18,en,@CDCgov Thank yoU!,period_1
690,690,1.5212330979073966e+18,Tue May 03 01:13:37 +0000 2022,1.5212968878479933e+18,en,"@CDCgov For those who understand, no explanation is necessary. For those who do NOT understand, no explanation is possible.""",period_3
1586,1587,1.505218795937448e+18,Wed Mar 30 23:50:27 +0000 2022,1.5093171593103114e+18,en,"@CDCgov What about those who have the disease, what therapeutics do we have for ICU patients, remdesivir has already been proven UN-effective.  Zyesami has been found to be 3X better.  Shame on FDA!",period_3
1878,1880,1.491849512893268e+18,Thu Feb 10 19:38:58 +0000 2022,1.4918592561146593e+18,en,@CDCgov The Pricked are dropping like flies &amp; you're full of shit.,period_3
410,410,1.4983875360323994e+18,Mon Jun 12 14:37:29 +0000 2023,1.6682662734347428e+18,en,@CDCgov People need to be held accountable. Subpoena and ask questions under oath in front of a judge.,period_3
1598,1599,1.505218795937448e+18,Sat Mar 19 21:42:08 +0000 2022,1.5052986026751222e+18,en,@CDCgov Why is it OK for CDC to blame inflated Covid deaths on coding error?   How are we supposed to trust the CDC?,period_3
527,527,1.486021122089005e+18,Thu Feb 10 04:16:24 +0000 2022,1.4916270833317356e+18,en,@CDCgov Why don't you be honest and tell the American public that EUAs are NOT APPROVED NOR LICENSED MEDICINE and have their own special informed consent guidelines?,period_3
2920,2923,1.2388410612770406e+18,Sat Mar 14 15:29:29 +0000 2020,1.2388497419805655e+18,en,"@CDCgov @MindXtract has an app ready to deploy NOW that would allow  government agencies to track #Covid_19 in real time &amp; connect hospitals, clinics and labs directly to govt. within 24 hours of deployment. Need .gov to act on this.Video-https://t.co/YlfJFLch5s",period_1
490,490,1.4983875360323994e+18,Sun Jun 11 17:55:31 +0000 2023,1.6679537233338368e+18,en,"@CDCgov Tremors
Seizures 
Strokes 
Blood clots 
🫀Attack
Deafness 
Blindness 
Guillain-Barré 
Ramsay Hunt
Nerve damage 
Paralysis 
Bell's Palsy 
Tinnitus  
Myo/Pericarditis
Menstrual changes
Semen⬇️ 
Necrosis
Kidney Failure 
Anaphylaxis
Neurologic probs 
ADE
Death
https://t.co/8T8BJYJwnW",period_3
2990,2993,1.2454639607128105e+18,Fri Apr 03 22:37:49 +0000 2020,1.2462052893444383e+18,qme,@CDCgov https://t.co/NIEqxgO9eh,period_1
1456,1456,1.5980487464110694e+18,Thu Dec 01 01:49:53 +0000 2022,1.5981322459064852e+18,en,"@CDCgov why are you lying vaccines don't ""protect"" from getting sick they mimic the virus to make you sick and cause your immune system to react...",period_3
3196,3199,1.336785273548632e+18,Thu Dec 10 04:32:28 +0000 2020,1.336891509816193e+18,en,"@CDCgov Isn't the main concern really just dosage of exposure? It's not just wearing a mask, it's also regularly washing them, keeping your hands clean, not touching your face, and keeping your distance. Masks aren't magic, but they're also not irrelevant.",period_1
2688,2691,1.4226250708376044e+18,Sat Aug 07 22:06:03 +0000 2021,1.4241297401731072e+18,en,"@CDCgov Can you please tell the governor of FL #DeathSantis this? Tell him that parents want to protect their children and he’s making it impossible. Also, to stop using Covid to win voters, this is not a political thing, this is a public health thing.",period_2
4085,4090,1.3109909870581883e+18,Wed Sep 30 22:44:50 +0000 2020,1.3114368730851287e+18,en,"@CDCgov @CDCMMWR This is how we build herd immunity naturally by healthy peiple getting the virus.
@CDCgov should be ashamed of themselves.

Also no child should be forced to wear a mask.",period_1
3225,3228,1.336785273548632e+18,Wed Dec 09 21:56:02 +0000 2020,1.3367917427926958e+18,en,"@CDCgov So if infected people suffocate themselves with plastic bags, we'll beat this thing?",period_1
1351,1351,1.49366141927492e+18,Wed Feb 16 04:02:50 +0000 2022,1.493797998249218e+18,qme,@CDCgov @CDCMMWR https://t.co/9Zdg4MFc8N,period_3
2004,2006,1.4697115813532303e+18,Sun Dec 12 16:09:08 +0000 2021,1.4700631773290988e+18,en,@CDCgov i see the US is no better at travel. the virus was in SA and now it's 23 states? Quarantine rules are not working and the screening research is taking too long; all intl travelers should be screened or quarantined. @WhiteHouse @COVID19Tracking @CDCgov @BBCNews,period_2
1057,1057,1.569355240100569e+18,Thu Sep 15 16:14:31 +0000 2022,1.570445970843865e+18,qme,@CDCgov https://t.co/pgzOOGKYR9,period_3
3741,3746,1.3411372210684682e+18,Mon Dec 21 22:26:57 +0000 2020,1.3411481794467348e+18,qme,@CDCgov https://t.co/lfXHO6XCMM,period_1
471,471,1.4983875360323994e+18,Wed Jun 14 00:28:16 +0000 2023,1.6687773402838098e+18,en,@CDCgov Freaking evil liars.,period_3
2522,2525,1.4545378468454769e+18,Sat Oct 30 20:08:19 +0000 2021,1.4545406932764344e+18,en,"@CDCgov 96% vaccination rate and masks and social distancing and contact tracing all failed.

https://t.co/Ve2EOi855K",period_2
2369,2371,1.4629056953769206e+18,Sat Nov 27 14:32:20 +0000 2021,1.4646030004592108e+18,en,@CDCgov When will CDC advocate for the non-MRNA option Covaxin as an option? If I had known FDA would hide basis of “safe”EUA for 55 years I would not have had my son get vaccinated.  We need a choice to not expose kids to effects of MRNA &amp; not increase their rates of myocarditis,period_2
3534,3538,1.2987289897968271e+18,Wed Aug 26 21:44:01 +0000 2020,1.298737993465901e+18,en,@CDCgov And so we should test less?  Seems someone has lost their ethics.,period_1
1740,1741,1.5821066969266668e+18,Tue Oct 18 16:31:18 +0000 2022,1.5824089918080287e+18,en,@CDCgov A booster TESTED ON 8 MICE.  GFYYCPOSMURDERS,period_3
2951,2954,1.2454639607128105e+18,Wed Apr 01 21:32:52 +0000 2020,1.2454641724956877e+18,en,@CDCgov Blood on CDC hands for not testing people for months that’s how it spread in the community. CDC offficials need to be Locked up! #TrumpVirus,period_1
3341,3344,1.2429150420493517e+18,Mon Mar 30 15:12:48 +0000 2020,1.2446437462154936e+18,en,@CDCgov ABC local :  Alabama will not announce ill or deaths from Corvid19. WE HAVE A RIGHT TO KNOW!!    This state ignoring threat.  IS THIS LEGAL ?????,period_1
325,325,1.5831573853795287e+18,Fri Oct 21 00:46:11 +0000 2022,1.583258309913903e+18,en,@CDCgov @CDCMMWR Special place in hell for CDC . How many ppl should die from myocarditis and heart attack before you stop the va x?,period_3
2372,2374,1.4629056953769206e+18,Fri Nov 26 21:16:29 +0000 2021,1.464342318933168e+18,en,@CDCgov say everyone 18+ **SHOULD** get one jfc,period_2
2932,2935,1.2388410612770406e+18,Sat Mar 14 15:54:55 +0000 2020,1.2388561426730598e+18,qme,@CDCgov https://t.co/3epJKjmGQz,period_1
1315,1315,1.49366141927492e+18,Tue Feb 15 21:02:52 +0000 2022,1.4936923096402985e+18,en,@CDCgov @CDCMMWR Woww thats good,period_3
45,45,1.4821288702875443e+18,Sat Jan 15 17:30:48 +0000 2022,1.4824049158677545e+18,en,@CDCgov Ivermectin 4 all...,period_3
746,746,1.6063673107924992e+18,Fri Dec 23 19:17:22 +0000 2022,1.606368384739836e+18,und,@CDCgov Nah,period_3
1255,1255,1.557099396654719e+18,Thu Aug 11 02:58:02 +0000 2022,1.557561952750248e+18,en,"@CDCgov This is misinformation, not backed by any evidence.",period_3
43,43,1.4821288702875443e+18,Sat Jan 15 19:25:38 +0000 2022,1.482433816052613e+18,en,"@CDCgov Then approve @Novavax so people can get a regular vaccine. It’s not hard to hear that people don’t want mRNA vaccines. There’s nothing wrong with patient autonomy! My fear is that you are just corrupt, and won’t give Americans the vaccine they want.",period_3
1422,1422,1.5980487464110694e+18,Wed Nov 30 20:32:51 +0000 2022,1.5980524617593283e+18,qme,@CDCgov https://t.co/jk1Qouvb4Y,period_3
2422,2424,1.4629056953769206e+18,Thu Nov 25 01:34:24 +0000 2021,1.4636824502745866e+18,en,@CDCgov You guys just push that shit on the young. You must have stock in those vaccine companies.,period_2
3058,3061,1.2454639607128105e+18,Mon Apr 06 04:51:35 +0000 2020,1.2470241265915494e+18,en,@CDCgov An good idea of how to setup a isolation https://t.co/kAhNEWBhpt,period_1
1539,1539,1.505218795937448e+18,Sat Mar 19 16:27:24 +0000 2022,1.5052193982142464e+18,en,@CDCgov And 99.99% chance without it.,period_3
682,682,1.5212330979073966e+18,Mon May 02 23:52:44 +0000 2022,1.5212765328444252e+18,en,@CDCgov 2nd biggest scam in the USA.  #1 was the Federal Reserve act.,period_3
2312,2314,1.4233468327307387e+18,Sun Aug 08 13:28:27 +0000 2021,1.4243618686389658e+18,en,@CDCgov I’m not taking a shot that is not gonna work. If it ain’t broke don’t fix it,period_2
